"title","type","text"
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","Ay, my lord."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Do you think I meant country matters?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","I think nothing, my lord."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","That's a fair thought to lie between maids' legs."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","What is, my lord?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Nothing."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","You are merry, my lord."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Who, I?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","Ay, my lord."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","O, your only jig-maker! What should a man do but be merry?"
"Hamlet, Prince of Denmark","Tragedy","for look you how cheerfully my mother looks, and my father died"
"Hamlet, Prince of Denmark","Tragedy","within 's two hours."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","Nay, 'tis twice two months, my lord."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","So long? Nay then, let the devil wear black, for I'll have a"
"Hamlet, Prince of Denmark","Tragedy","suit of sables. O heavens! die two months ago, and not forgotten"
"Hamlet, Prince of Denmark","Tragedy","yet? Then there's hope a great man's memory may outlive his life"
"Hamlet, Prince of Denmark","Tragedy","half a year: but, by'r lady, he must build churches then; or else"
"Hamlet, Prince of Denmark","Tragedy","shall he suffer not thinking on, with the hobby-horse, whose"
"Hamlet, Prince of Denmark","Tragedy","epitaph is 'For, O, for, O, the hobby-horse is forgot!'"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Trumpets sound. The dumb show enters.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Enter a King and a Queen very lovingly; the Queen embracing"
"Hamlet, Prince of Denmark","Tragedy","him and he her. She kneels, and makes show of protestation"
"Hamlet, Prince of Denmark","Tragedy","unto him. He takes her up, and declines his head upon her"
"Hamlet, Prince of Denmark","Tragedy","neck: lays him down upon a bank of flowers: she, seeing"
"Hamlet, Prince of Denmark","Tragedy","him asleep, leaves him. Anon comes in a fellow, takes off his"
"Hamlet, Prince of Denmark","Tragedy","crown, kisses it, pours poison in the king's ears, and exit. The"
"Hamlet, Prince of Denmark","Tragedy","Queen returns, finds the King dead, and makes passionate action."
"Hamlet, Prince of Denmark","Tragedy","The Poisoner with some three or four Mutes, comes in again,"
"Hamlet, Prince of Denmark","Tragedy","seeming to lament with her. The dead body is carried away. The"
"Hamlet, Prince of Denmark","Tragedy","Poisoner wooes the Queen with gifts; she seems loth and unwilling"
"Hamlet, Prince of Denmark","Tragedy","awhile, but in the end accepts his love.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Exeunt.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","What means this, my lord?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Marry, this is miching mallecho; it means mischief."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","Belike this show imports the argument of the play."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Enter Prologue.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","We shall know by this fellow: the players cannot keep counsel;"
"Hamlet, Prince of Denmark","Tragedy","they'll tell all."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","Will he tell us what this show meant?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Ay, or any show that you'll show him: be not you ashamed to"
"Hamlet, Prince of Denmark","Tragedy","show, he'll not shame to tell you what it means."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","You are naught, you are naught: I'll mark the play."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Pro."
"Hamlet, Prince of Denmark","Tragedy","   For us, and for our tragedy,"
"Hamlet, Prince of Denmark","Tragedy","   Here stooping to your clemency,"
"Hamlet, Prince of Denmark","Tragedy","   We beg your hearing patiently."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Is this a prologue, or the posy of a ring?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","'Tis brief, my lord."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","As woman's love."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Enter a King and a Queen.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","P. King."
"Hamlet, Prince of Denmark","Tragedy","Full thirty times hath Phoebus' cart gone round"
"Hamlet, Prince of Denmark","Tragedy","Neptune's salt wash and Tellus' orbed ground,"
"Hamlet, Prince of Denmark","Tragedy","And thirty dozen moons with borrow'd sheen"
"Hamlet, Prince of Denmark","Tragedy","About the world have times twelve thirties been,"
"Hamlet, Prince of Denmark","Tragedy","Since love our hearts, and Hymen did our hands,"
"Hamlet, Prince of Denmark","Tragedy","Unite commutual in most sacred bands."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","P. Queen."
"Hamlet, Prince of Denmark","Tragedy","So many journeys may the sun and moon"
"Hamlet, Prince of Denmark","Tragedy","Make us again count o'er ere love be done!"
"Hamlet, Prince of Denmark","Tragedy","But, woe is me, you are so sick of late,"
"Hamlet, Prince of Denmark","Tragedy","So far from cheer and from your former state."
"Hamlet, Prince of Denmark","Tragedy","That I distrust you. Yet, though I distrust,"
"Hamlet, Prince of Denmark","Tragedy","Discomfort you, my lord, it nothing must:"
"Hamlet, Prince of Denmark","Tragedy","For women's fear and love holds quantity;"
"Hamlet, Prince of Denmark","Tragedy","In neither aught, or in extremity."
"Hamlet, Prince of Denmark","Tragedy","Now, what my love is, proof hath made you know;"
"Hamlet, Prince of Denmark","Tragedy","And as my love is siz'd, my fear is so:"
"Hamlet, Prince of Denmark","Tragedy","Where love is great, the littlest doubts are fear;"
"Hamlet, Prince of Denmark","Tragedy","Where little fears grow great, great love grows there."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","P. King."
"Hamlet, Prince of Denmark","Tragedy","Faith, I must leave thee, love, and shortly too;"
"Hamlet, Prince of Denmark","Tragedy","My operant powers their functions leave to do:"
"Hamlet, Prince of Denmark","Tragedy","And thou shalt live in this fair world behind,"
"Hamlet, Prince of Denmark","Tragedy","Honour'd, belov'd, and haply one as kind"
"Hamlet, Prince of Denmark","Tragedy","For husband shalt thou,--"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","P. Queen."
"Hamlet, Prince of Denmark","Tragedy","O, confound the rest!"
"Hamlet, Prince of Denmark","Tragedy","Such love must needs be treason in my breast:"
"Hamlet, Prince of Denmark","Tragedy","In second husband let me be accurst!"
"Hamlet, Prince of Denmark","Tragedy","None wed the second but who kill'd the first."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","[Aside.] Wormwood, wormwood!"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","P. Queen."
"Hamlet, Prince of Denmark","Tragedy","The instances that second marriage move"
"Hamlet, Prince of Denmark","Tragedy","Are base respects of thrift, but none of love."
"Hamlet, Prince of Denmark","Tragedy","A second time I kill my husband dead"
"Hamlet, Prince of Denmark","Tragedy","When second husband kisses me in bed."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","P. King."
"Hamlet, Prince of Denmark","Tragedy","I do believe you think what now you speak;"
"Hamlet, Prince of Denmark","Tragedy","But what we do determine oft we break."
"Hamlet, Prince of Denmark","Tragedy","Purpose is but the slave to memory;"
"Hamlet, Prince of Denmark","Tragedy","Of violent birth, but poor validity:"
"Hamlet, Prince of Denmark","Tragedy","Which now, like fruit unripe, sticks on the tree;"
"Hamlet, Prince of Denmark","Tragedy","But fall unshaken when they mellow be."
"Hamlet, Prince of Denmark","Tragedy","Most necessary 'tis that we forget"
"Hamlet, Prince of Denmark","Tragedy","To pay ourselves what to ourselves is debt:"
"Hamlet, Prince of Denmark","Tragedy","What to ourselves in passion we propose,"
"Hamlet, Prince of Denmark","Tragedy","The passion ending, doth the purpose lose."
"Hamlet, Prince of Denmark","Tragedy","The violence of either grief or joy"
"Hamlet, Prince of Denmark","Tragedy","Their own enactures with themselves destroy:"
"Hamlet, Prince of Denmark","Tragedy","Where joy most revels, grief doth most lament;"
"Hamlet, Prince of Denmark","Tragedy","Grief joys, joy grieves, on slender accident."
"Hamlet, Prince of Denmark","Tragedy","This world is not for aye; nor 'tis not strange"
"Hamlet, Prince of Denmark","Tragedy","That even our loves should with our fortunes change;"
"Hamlet, Prince of Denmark","Tragedy","For 'tis a question left us yet to prove,"
"Hamlet, Prince of Denmark","Tragedy","Whether love lead fortune, or else fortune love."
"Hamlet, Prince of Denmark","Tragedy","The great man down, you mark his favourite flies,"
"Hamlet, Prince of Denmark","Tragedy","The poor advanc'd makes friends of enemies;"
"Hamlet, Prince of Denmark","Tragedy","And hitherto doth love on fortune tend:"
"Hamlet, Prince of Denmark","Tragedy","For who not needs shall never lack a friend;"
"Hamlet, Prince of Denmark","Tragedy","And who in want a hollow friend doth try,"
"Hamlet, Prince of Denmark","Tragedy","Directly seasons him his enemy."
"Hamlet, Prince of Denmark","Tragedy","But, orderly to end where I begun,--"
"Hamlet, Prince of Denmark","Tragedy","Our wills and fates do so contrary run"
"Hamlet, Prince of Denmark","Tragedy","That our devices still are overthrown;"
"Hamlet, Prince of Denmark","Tragedy","Our thoughts are ours, their ends none of our own:"
"Hamlet, Prince of Denmark","Tragedy","So think thou wilt no second husband wed;"
"Hamlet, Prince of Denmark","Tragedy","But die thy thoughts when thy first lord is dead."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","P. Queen."
"Hamlet, Prince of Denmark","Tragedy","Nor earth to me give food, nor heaven light!"
"Hamlet, Prince of Denmark","Tragedy","Sport and repose lock from me day and night!"
"Hamlet, Prince of Denmark","Tragedy","To desperation turn my trust and hope!"
"Hamlet, Prince of Denmark","Tragedy","An anchor's cheer in prison be my scope!"
"Hamlet, Prince of Denmark","Tragedy","Each opposite that blanks the face of joy"
"Hamlet, Prince of Denmark","Tragedy","Meet what I would have well, and it destroy!"
"Hamlet, Prince of Denmark","Tragedy","Both here and hence pursue me lasting strife,"
"Hamlet, Prince of Denmark","Tragedy","If, once a widow, ever I be wife!"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","If she should break it now! [To Ophelia.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","P. King."
"Hamlet, Prince of Denmark","Tragedy","'Tis deeply sworn. Sweet, leave me here awhile;"
"Hamlet, Prince of Denmark","Tragedy","My spirits grow dull, and fain I would beguile"
"Hamlet, Prince of Denmark","Tragedy","The tedious day with sleep."
"Hamlet, Prince of Denmark","Tragedy","[Sleeps.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","P. Queen."
"Hamlet, Prince of Denmark","Tragedy","Sleep rock thy brain,"
"Hamlet, Prince of Denmark","Tragedy","And never come mischance between us twain!"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Exit.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Madam, how like you this play?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Queen."
"Hamlet, Prince of Denmark","Tragedy","The lady protests too much, methinks."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","O, but she'll keep her word."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","King."
"Hamlet, Prince of Denmark","Tragedy","Have you heard the argument? Is there no offence in't?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","No, no! They do but jest, poison in jest; no offence i' the"
"Hamlet, Prince of Denmark","Tragedy","world."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","King."
"Hamlet, Prince of Denmark","Tragedy","What do you call the play?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","The Mouse-trap. Marry, how? Tropically. This play is the"
"Hamlet, Prince of Denmark","Tragedy","image of a murder done in Vienna: Gonzago is the duke's name;"
"Hamlet, Prince of Denmark","Tragedy","his wife, Baptista: you shall see anon; 'tis a knavish piece of"
"Hamlet, Prince of Denmark","Tragedy","work: but what o' that? your majesty, and we that have free"
"Hamlet, Prince of Denmark","Tragedy","souls, it touches us not: let the gall'd jade wince; our withers"
"Hamlet, Prince of Denmark","Tragedy","are unwrung."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Enter Lucianus.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","This is one Lucianus, nephew to the King."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","You are a good chorus, my lord."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","I could interpret between you and your love, if I could see"
"Hamlet, Prince of Denmark","Tragedy","the puppets dallying."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","You are keen, my lord, you are keen."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","It would cost you a groaning to take off my edge."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","Still better, and worse."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","So you must take your husbands.--Begin, murderer; pox, leave"
"Hamlet, Prince of Denmark","Tragedy","thy damnable faces, and begin. Come:--'The croaking raven doth"
"Hamlet, Prince of Denmark","Tragedy","bellow for revenge.'"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Luc."
"Hamlet, Prince of Denmark","Tragedy","Thoughts black, hands apt, drugs fit, and time agreeing;"
"Hamlet, Prince of Denmark","Tragedy","Confederate season, else no creature seeing;"
"Hamlet, Prince of Denmark","Tragedy","Thou mixture rank, of midnight weeds collected,"
"Hamlet, Prince of Denmark","Tragedy","With Hecate's ban thrice blasted, thrice infected,"
"Hamlet, Prince of Denmark","Tragedy","Thy natural magic and dire property"
"Hamlet, Prince of Denmark","Tragedy","On wholesome life usurp immediately."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Pours the poison into the sleeper's ears.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","He poisons him i' the garden for's estate. His name's Gonzago:"
"Hamlet, Prince of Denmark","Tragedy","The story is extant, and written in very choice Italian; you"
"Hamlet, Prince of Denmark","Tragedy","shall see anon how the murderer gets the love of Gonzago's wife."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Oph."
"Hamlet, Prince of Denmark","Tragedy","The King rises."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","What, frighted with false fire!"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Queen."
"Hamlet, Prince of Denmark","Tragedy","How fares my lord?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Pol."
"Hamlet, Prince of Denmark","Tragedy","Give o'er the play."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","King."
"Hamlet, Prince of Denmark","Tragedy","Give me some light:--away!"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","All."
"Hamlet, Prince of Denmark","Tragedy","Lights, lights, lights!"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Exeunt all but Hamlet and Horatio.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","   Why, let the strucken deer go weep,"
"Hamlet, Prince of Denmark","Tragedy","     The hart ungalled play;"
"Hamlet, Prince of Denmark","Tragedy","   For some must watch, while some must sleep:"
"Hamlet, Prince of Denmark","Tragedy","     So runs the world away.--"
"Hamlet, Prince of Denmark","Tragedy","Would not this, sir, and a forest of feathers--if the rest of my"
"Hamlet, Prince of Denmark","Tragedy","fortunes turn Turk with me,--with two Provincial roses on my"
"Hamlet, Prince of Denmark","Tragedy","razed shoes, get me a fellowship in a cry of players, sir?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Hor."
"Hamlet, Prince of Denmark","Tragedy","Half a share."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","     A whole one, I."
"Hamlet, Prince of Denmark","Tragedy","   For thou dost know, O Damon dear,"
"Hamlet, Prince of Denmark","Tragedy","     This realm dismantled was"
"Hamlet, Prince of Denmark","Tragedy","   Of Jove himself; and now reigns here"
"Hamlet, Prince of Denmark","Tragedy","     A very, very--pajock."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Hor."
"Hamlet, Prince of Denmark","Tragedy","You might have rhymed."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","O good Horatio, I'll take the ghost's word for a thousand"
"Hamlet, Prince of Denmark","Tragedy","pound! Didst perceive?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Hor."
"Hamlet, Prince of Denmark","Tragedy","Very well, my lord."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Upon the talk of the poisoning?--"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Hor."
"Hamlet, Prince of Denmark","Tragedy","I did very well note him."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Ah, ha!--Come, some music! Come, the recorders!--"
"Hamlet, Prince of Denmark","Tragedy","   For if the king like not the comedy,"
"Hamlet, Prince of Denmark","Tragedy","   Why then, belike he likes it not, perdy."
"Hamlet, Prince of Denmark","Tragedy","Come, some music!"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Enter Rosencrantz and Guildenstern.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Guil."
"Hamlet, Prince of Denmark","Tragedy","Good my lord, vouchsafe me a word with you."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Sir, a whole history."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Guil."
"Hamlet, Prince of Denmark","Tragedy","The king, sir--"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Ay, sir, what of him?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Guil."
"Hamlet, Prince of Denmark","Tragedy","Is, in his retirement, marvellous distempered."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","With drink, sir?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Guil."
"Hamlet, Prince of Denmark","Tragedy","No, my lord; rather with choler."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Your wisdom should show itself more richer to signify this to"
"Hamlet, Prince of Denmark","Tragedy","the doctor; for me to put him to his purgation would perhaps"
"Hamlet, Prince of Denmark","Tragedy","plunge him into far more choler."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Guil."
"Hamlet, Prince of Denmark","Tragedy","Good my lord, put your discourse into some frame, and start"
"Hamlet, Prince of Denmark","Tragedy","not so wildly from my affair."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","I am tame, sir:--pronounce."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Guil."
"Hamlet, Prince of Denmark","Tragedy","The queen, your mother, in most great affliction of spirit,"
"Hamlet, Prince of Denmark","Tragedy","hath sent me to you."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","You are welcome."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Guil."
"Hamlet, Prince of Denmark","Tragedy","Nay, good my lord, this courtesy is not of the right breed."
"Hamlet, Prince of Denmark","Tragedy","If it shall please you to make me a wholesome answer, I will do"
"Hamlet, Prince of Denmark","Tragedy","your mother's commandment: if not, your pardon and my return"
"Hamlet, Prince of Denmark","Tragedy","shall be the end of my business."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Sir, I cannot."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Guil."
"Hamlet, Prince of Denmark","Tragedy","What, my lord?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Make you a wholesome answer; my wit's diseased: but, sir, such"
"Hamlet, Prince of Denmark","Tragedy","answer as I can make, you shall command; or rather, as you say,"
"Hamlet, Prince of Denmark","Tragedy","my mother: therefore no more, but to the matter: my mother, you"
"Hamlet, Prince of Denmark","Tragedy","say,--"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ros."
"Hamlet, Prince of Denmark","Tragedy","Then thus she says: your behaviour hath struck her into"
"Hamlet, Prince of Denmark","Tragedy","amazement and admiration."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","O wonderful son, that can so stonish a mother!--But is there no"
"Hamlet, Prince of Denmark","Tragedy","sequel at the heels of this mother's admiration?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ros."
"Hamlet, Prince of Denmark","Tragedy","She desires to speak with you in her closet ere you go to bed."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","We shall obey, were she ten times our mother. Have you any"
"Hamlet, Prince of Denmark","Tragedy","further trade with us?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ros."
"Hamlet, Prince of Denmark","Tragedy","My lord, you once did love me."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","And so I do still, by these pickers and stealers."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ros."
"Hamlet, Prince of Denmark","Tragedy","Good my lord, what is your cause of distemper? you do, surely,"
"Hamlet, Prince of Denmark","Tragedy","bar the door upon your own liberty if you deny your griefs to"
"Hamlet, Prince of Denmark","Tragedy","your friend."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Sir, I lack advancement."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ros."
"Hamlet, Prince of Denmark","Tragedy","How can that be, when you have the voice of the king himself"
"Hamlet, Prince of Denmark","Tragedy","for your succession in Denmark?"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","Ham."
"Hamlet, Prince of Denmark","Tragedy","Ay, sir, but 'While the grass grows'--the proverb is something"
"Hamlet, Prince of Denmark","Tragedy","musty."
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","[Re-enter the Players, with recorders.]"
"Hamlet, Prince of Denmark","Tragedy",""
"Hamlet, Prince of Denmark","Tragedy","O, the recorders:--let me see one.--To withdraw with you:--why do"
